Timestamp,Dónde estás trabajando,Dedicación,Tipo de contrato,Último salario mensual o retiro BRUTO (en pesos argentinos),Último salario mensual o retiro NETO (en pesos argentinos),Pagos en dólares,Si tu sueldo está dolarizado ¿Cuál fue el último valor del dólar que tomaron?,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste actualizaciones de tus ingresos laborales durante 2024? ,¿De qué % fue el ajuste total acumulado?,¿En qué mes fue el último ajuste?,Cómo considerás que están tus ingresos laborales comparados con el semestre anterior,¿Contás con beneficios adicionales?,¿Qué tan conforme estás con tus ingresos laborales?,¿Estás buscando trabajo?,Trabajo de,Años de experiencia,Antigüedad en la empresa actual,Años en el puesto actual,¿Cuántas personas tenés a cargo? ,Plataformas que utilizas en tu puesto actual ,Lenguajes de programación o tecnologías que utilices en tu puesto actual,"Frameworks, herramientas y librerías que utilices en tu puesto actual",Bases de datos,QA / Testing,Cantidad de personas en tu organización,Modalidad de trabajo,Si trabajás bajo un esquema híbrido ¿Cuántos días a la semana vas a la oficina? ,"En los últimos 6 meses, ¿se aplicó alguna política de ajustes salariales?","En los últimos 6 meses, ¿hubo reducción de personal?",¿La recomendás como un buen lugar para trabajar?,"¿Qué tanto estás usando Copilot, ChatGPT u otras herramientas de IA para tu trabajo?",¿Salir o seguir contestando?,Máximo nivel de estudios,Estado,Carrera,Institución educativa,¿Salir o seguir contestando sobre las guardias? ,¿Tenés guardias? ,Cuánto cobrás por guardia,Aclará el número que ingresaste en el campo anterior,¿Salir o seguir contestando sobre estudios? ,Tengo (edad),Género,¿Habías respondido nuestra encuesta en ediciones anteriores?,¿Cuáles considerás que son las mejores empresas de IT para trabajar en este momento en tu ciudad?
5/7/2024 20:10:33,Misiones,Full-Time,Contractor,4300000,4300000,Cobro todo el salario en dólares,,No,No recibo bono,No,0,No tuve,3,"Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",3,"No, pero escucho ofertas.",Developer,19,0,19,0,"Azure, Firebase, Kubernetes, Linux, Serverless","CSS, HTML, Javascript, Python, Solidity, TypeScript","Flask, Next.js, Node.js, React.js","Microsoft Azure (Tables, CosmosDB, SQL, etc), PostgreSQL, Redis",Jest,De 11  a 50  personas,100% remoto,0,No,No,10,5,Responder sobre guardias,Universitario,Incompleto,Diseño de Imágen y Sonido,UNLA - Universidad Nacional de Lanús,Terminar encuesta,No,0,Neto,Responder sobre mis estudios,36,Masculino,Sí,
5/7/2024 20:10:52,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),1900000,1600000,,,No,No recibo bono,Tres,70,Mayo,1,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",Developer,7,1,1,0,"Amazon Web Services, Docker, Kubernetes","PHP, TypeScript","Cordova, Laravel","Amazon DynamoDB, MySQL",PHPUnit,De 501 a 1000 personas,100% remoto,0,,No,0,3,Terminar encuesta,,,,,,,,,,31,Masculino,Sí,
5/7/2024 20:12:19,Mendoza,Full-Time,Contractor,2415000,2231592,Cobro parte del salario en dólares,,No,No recibo bono,Uno,15,Abril,2,Vacaciones flexibles (adicionales a las reglamentarias),3,"No, pero escucho ofertas.",Developer,25,2,2,0,"Azure, Docker, Serverless",".NET, C#, CSS, HTML, SQL, TypeScript",".NET Core, Angular, Bootstrap","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server","Cypress, Xunit",De 11  a 50  personas,Híbrido (presencial y remoto),1,,No,9,5,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Informática,,Terminar encuesta,,,,,48,Masculino,No,
5/7/2024 20:13:53,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),1500000,1200000,,,Un sueldo,Performance individual,Dos,40,Marzo,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Lactario en la oficina, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",SysAdmin,13,8,8,0,"Azure, Linux, VMWare, Windows Server","Bash/Shell, SQL",WordPress,"MariaDB, Microsoft SQL Server, MongoDB, MySQL, SQLite",Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),2,Por inflación....,Sí,6,3,Responder sobre guardias,Terciario,Incompleto,Tecnicatura en Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,"Sí, pasiva",0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,37,Masculino ,Sí,
5/7/2024 20:15:57,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2300000,1700000,,,Un sueldo,Mix de las anteriores,Dos,60,Marzo,4,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Estacionamiento gratuito / subvencionado, Licencia por nacimiento extendida",4,"No, estoy muy conforme.",Technical Leader,32,32,8,3,"Amazon Web Services, IBM Cloud / Watson, Kubernetes, Linux, Microcontroladores, VMWare, Windows Server",SQL,Ninguno de los anteriores,Microsoft SQL Server,"Postman, SoapUI",De 1001 a 2000 personas,100% remoto,0,,Sí,10,1,Responder sobre guardias,,,,,,"Sí, pasiva",10,Porcentaje de mi sueldo bruto,Terminar encuesta,53,Masculino ,Sí,Prisma medios de pago
5/7/2024 20:16:09,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2309000,1930000,Cobro parte del salario en dólares,,Menos de un sueldo,Performance de la compañía,Dos,90,Marzo,3,"Capacitaciones y/o cursos, Licencia por nacimiento extendida",3,"No, pero escucho ofertas.",Technical Leader,4,4,1,4,"Linux, Microcontroladores","C, C++, CSS, HTML, Javascript, Python","Bootstrap, jQuery",Ninguna de las anteriores,Selenium,De 11  a 50  personas,100% presencial,5,Ajustes trimestrales en 2023 y bimestrales en 2024,No,0,1,Responder sobre mis estudios,Universitario,Completo,Ingeniería Electrónica,UBA - Universidad de Buenos Aires,Terminar encuesta,,,,,43,Masculino,Sí,
5/7/2024 20:16:27,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1400000,1150000,,,No,No recibo bono,Dos,66,Marzo,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",Developer,3,2,2,0,Amazon Web Services,PHP,Next.js,"MariaDB, MySQL","PHPUnit, Postman",De 201 a 500 personas,100% remoto,0,Ajustes bimensuales por inflación,No,6,3,Responder sobre mis estudios,Universitario,Incompleto,,UBA - Universidad de Buenos Aires,Responder sobre guardias,"Sí, pasiva",0,Neto,Terminar encuesta,25,Masculino,No,
5/7/2024 20:17:40,Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),600000,450000,Mi sueldo está dolarizado (pero cobro en moneda local),,Menos de un sueldo,Trimestral,Dos,40,Marzo,3,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",2,"No, pero escucho ofertas.",Data Engineer,3,3,3,4,"Azure, Linux",SQL,Ninguno de los anteriores,"Microsoft SQL Server, Oracle, Hive, AS400",Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,,No,6,1,Terminar encuesta,,,,,,,,,,25,Masculino,Sí,
5/7/2024 20:21:34,Corrientes,Full-Time,Contractor,3000000,2900000,Cobro todo el salario en dólares,,No,No recibo bono,No,0,No tuve,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Cuota para universidad / posgrados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Developer,7,3,3,0,Ninguna de las anteriores,".NET, C#",Xamarin/Maui,SQLite,Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,"No, cobro en dólares y no recibí actualización ",No,9,0,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,,36,Masculino,Sí,
5/7/2024 20:21:51,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1900000,,,,Un sueldo,Performance de la compañía,Dos,30,Abril,3,Viáticos,3,"No, pero escucho ofertas.",VP / C-Level,25,15,15,5,"Docker, Google Cloud Platform, Linux, VMWare, Windows Server","Bash/Shell, HTML, Java, Javascript, PHP, Python, SQL","jQuery, Node.js, WordPress","ElasticSearch, MariaDB, Microsoft SQL Server, MongoDB, MySQL, PostgreSQL, Redis",Ninguna de las anteriores,De 2 a 10 personas,Híbrido (presencial y remoto),2,,No,9,2,Responder sobre guardias,Maestría,Incompleto,Ingeniería Electrónica,ITBA Instituto Tecnológico de Buenos Aires,Terminar encuesta,No,0,Neto,Responder sobre mis estudios,54,Masculino,Sí,
5/7/2024 20:30:11,Entre Ríos,Part-Time,Tercerizado (trabajo a través de consultora o agencia),900000,780000,Mi sueldo está dolarizado (pero cobro en moneda local),922,No,No recibo bono,Uno,50,Febrero,1,"Abono de Internet, Horarios flexibles, Viáticos",1,"Sí, estoy buscando activamente.",Data Scientist,0,0,0,0,"Azure, Docker, IBM Cloud / Watson, Linux, VMWare, Windows Server",".NET, C++, CSS, Java, Javascript, Python, R, SQL","Angular, jQuery, Node.js, React.js","MongoDB, MySQL",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,,No sé,3,3,Terminar encuesta,,,,,,,,,,26,masculino ,No,
5/7/2024 20:33:21,Córdoba,Part-Time,Contractor,3852543,3852543,Cobro todo el salario en dólares,,No,No recibo bono,No,0,No tuve,3,"Horarios flexibles, Stock options / RSUs",4,"No, pero escucho ofertas.",Technical Leader,12,9,6,0,"Amazon Web Services, Docker, Linux","HTML, Python",Flask,MongoDB,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,,Sí,7,1,Responder sobre mis estudios,Universitario,Incompleto,Licenciatura en Ciencias de la Computación,UNC - Universidad Nacional de Córdoba,Responder sobre guardias,No,0,Porcentaje de mi sueldo bruto,Terminar encuesta,32,Femenino,Sí,
5/7/2024 20:54:20,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3100000,3300000,Cobro parte del salario en dólares,859,De uno a tres sueldos,Mix de las anteriores,Dos,35,Marzo,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Project Manager,17,4,2,9,"Amazon Web Services, Docker, Kubernetes","C#, PHP, SQL",".NET Core, Symfony","Amazon RDS/Aurora, PostgreSQL",PHPUnit,De 201 a 500 personas,Híbrido (presencial y remoto),1,si,No,8,0,Responder sobre guardias,Posgrado/Especialización,En curso,Licenciatura en Sistemas de Información,UM - Universidad de Morón,Terminar encuesta,"Sí, pasiva",40000,Bruto,Responder sobre mis estudios,39,Masculino,Sí,
5/7/2024 20:55:05,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1500000,1400000,,,No,No recibo bono,Uno,34,Febrero,2,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",Business Analyst,4,2,2,0,"Azure, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,"Microsoft SQL Server, PostgreSQL",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,,No,0,1,Terminar encuesta,,,,,,,,,,28,Masculino,Sí,
5/7/2024 20:59:57,Córdoba,Full-Time,Contractor,6500000,6500000,Cobro todo el salario en dólares,,No,No recibo bono,No,0,No tuve,1,Ninguna de las anteriores,3,"No, pero escucho ofertas.",Developer,23,3,3,0,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Linux","CSS, HTML, Python, SQL","Django, Flask, HTMX, jQuery","Amazon RDS/Aurora, Google Cloud Storage, PostgreSQL, Redis, SQLite",Pytest,De 2 a 10 personas,100% remoto,0,Reducción de horas temporalmente,Sí,10,5,Terminar encuesta,,,,,,,,,,46,"Masculino. Pongan un selector acá hermanos. Por favor, busque ayuda para hacer formularios",Sí,
5/7/2024 21:02:03,Neuquén,Full-Time,Contractor,11000000,6500000,Cobro todo el salario en dólares,,No,No recibo bono,No,0,No tuve,2,Ninguna de las anteriores,4,"No, pero escucho ofertas.",core engine engineer,5,3,1,2,Ninguna de las anteriores,"C, C++, C#, Javascript, Rust, TypeScript",React.js,Ninguna de las anteriores,Ninguna de las anteriores,De 2 a 10 personas,100% remoto,0,No,Sí,0,1,Responder sobre mis estudios,Universitario,Completo,Ingeniería Electrónica,UNLP - Universidad Nacional de La Plata,Terminar encuesta,No,0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,27,masculino ,Sí,
5/7/2024 21:10:02,Santa Fe,Full-Time,Staff (planta permanente),1030000,850000,,,No,No recibo bono,Más de tres,55,Mayo,3,"Capacitaciones y/o cursos, Horarios flexibles",2,"No, estoy muy conforme.",SysAdmin,3,2,0,0,Linux,"Ninguno de los anteriores, Bash",WordPress,MySQL,Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,,Sí,9,3,Terminar encuesta,,,,,,,,,,24,Hombre,No,
5/7/2024 21:20:15,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2520000,2186000,,,Un sueldo,Mix de las anteriores,No,0,No tuve,4,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles",4,"No, estoy muy conforme.",Developer,3,0,0,0,"Amazon Web Services, Docker",Go,Ninguno de los anteriores,"Amazon DynamoDB, ElasticSearch",Postman,Más de 10000 personas,Híbrido (presencial y remoto),1,,No sé,8,1,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,,25,Masculino cis het,Sí,
5/7/2024 21:33:57,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2173000,1854000,,,No,No recibo bono,Dos,50,Abril,3,Clases de idiomas,2,"No, pero escucho ofertas.",Technical Leader,15,3,2,3,"Amazon Web Services, Docker, Linux","Javascript, PHP","React.js, Symfony","MySQL, PostgreSQL","Jest, PHPUnit",De 101 a 200 personas,100% remoto,0,,No,7,1,Responder sobre guardias,Universitario,Incompleto,Licenciatura en Ciencias de la Computación,UBA - Universidad de Buenos Aires,Terminar encuesta,"Sí, pasiva",0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,39,Masculino ,Sí,
5/7/2024 21:44:56,Provincia de Buenos Aires,Full-Time,Contractor,600000,550000,Cobro todo el salario en dólares,,Un sueldo,Mix de las anteriores,No,0,No tuve,2,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",2,"No, pero escucho ofertas.",Developer,1,1,1,0,"Amazon Web Services, Docker, Linux, Serverless","CSS, HTML, Javascript, SQL, TypeScript","Angular, Bootstrap, Next.js, Node.js, React.js","Amazon DynamoDB, MySQL, PostgreSQL, SQLite","Cypress, Jest, Mocha",De 101 a 200 personas,100% remoto,0,No,No,8,5,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,Responder sobre guardias,No,0,Porcentaje de mi sueldo bruto,Terminar encuesta,23,Masculino,No,
5/7/2024 21:52:45,Provincia de Buenos Aires,Full-Time,Contractor,330,,Cobro todo el salario en dólares,300,Menos de un sueldo,Performance grupal,No,0,No tuve,1,Horarios flexibles,2,"No, pero escucho ofertas.",Developer,0,0,0,0,"Amazon Web Services, Docker",TypeScript,"Node.js, React.js",MySQL,"Cypress, Jest",De 51 a 100 personas,100% remoto,0,,No sé,7,3,Responder sobre mis estudios,Terciario,En curso,Tecnicatura Superior en Sistemas Informáticos,,Responder sobre guardias,No,0,Neto,Terminar encuesta,28,Femenino,No,"Meli, Teco"
5/7/2024 21:53:49,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),1115000,945000,,,No,No recibo bono,Dos,23,Mayo,2,Dia libre al mes,3,"Sí, estoy buscando activamente.",Developer,5,0,0,0,"Azure, Docker, Kubernetes, Linux","Javascript, Python","Angular, Django","PostgreSQL, SQLite",Ninguna de las anteriores,De 2 a 10 personas,100% remoto,0,Si,No,0,1,Terminar encuesta,,,,,,,,,,27,Masculino,Sí,
5/7/2024 22:01:18,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1200000,1019000,Cobro parte del salario en dólares,,Menos de un sueldo,Mix de las anteriores,Más de tres,3,Mayo,3,Horarios flexibles,3,"Sí, estoy buscando activamente.",HelpDesk,10,0,0,0,"Azure, Windows Server",Bash/Shell,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),1,,Sí,1,1,Terminar encuesta,,,,,,,,,,31,Masculino ,Sí,
5/7/2024 22:09:02,Chaco,Full-Time,Contractor,1200000,1100000,Cobro todo el salario en dólares,1000,Menos de un sueldo,Mix de las anteriores,No,0,No tuve,4,"Capacitaciones y/o cursos, Clases de idiomas",4,"No, pero escucho ofertas.",Developer,2,2,2,0,Ninguna de las anteriores,"CSS, HTML, Javascript, TypeScript","Drupal, React.js, Vue.js",Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,No,No,9,5,Terminar encuesta,,,,,,,,,,30,Masculino,No,
5/7/2024 22:12:17,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1100000,913000,,,No,No recibo bono,Dos,70,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles",3,"No, pero escucho ofertas.",Developer,2,2,2,0,"Docker, Linux","CSS, HTML, Javascript, TypeScript","Angular, Next.js, Node.js, React.js, Sails.js","MongoDB, MySQL",Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),1,,No,8,2,Responder sobre mis estudios,Terciario,Completo,Tecnicatura en Desarrollo Web,UNLaM - Universidad Nacional de La Matanza,Terminar encuesta,,,,,26,Masculino,Sí,
5/7/2024 22:22:27,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),836046,1006519,,,Menos de un sueldo,Performance individual,Dos,20,Abril,4,Capacitaciones y/o cursos,4,"Sí, estoy buscando activamente.",HelpDesk,3,3,3,0,"Linux, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% presencial,0,,No,10,0,Responder sobre guardias,Secundario,Completo,Técnico electromecánica ,,Terminar encuesta,"Sí, activa",10,Neto,Responder sobre mis estudios,31,Masculino ,No,"Globant, Avature"
5/7/2024 22:24:40,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2020500,1800000,,,De uno a tres sueldos,Mix de las anteriores,Dos,50,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles",3,"No, estoy muy conforme.",SysAdmin,1,2,1,0,"Azure, IBM Cloud / Watson, SAP, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),2,"Si, 4 al año: 3 ajustes por inflación/calidad de vida y 1 por ajuste por inflación + performance individual ",Sí,8,4,Responder sobre guardias,Secundario,Completo,,,Terminar encuesta,"Sí, activa",200,Bruto,Responder sobre mis estudios,38,Masculini,Sí,"EY, Mercado Libre"
5/7/2024 22:35:32,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1873969,1555395,,,No,No recibo bono,Dos,45,Mayo,4,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles",4,"No, pero escucho ofertas.",Technical Leader,2,2,0,8,"Amazon Web Services, Linux",TypeScript,"Angular, NestJS","Amazon RDS/Aurora, PostgreSQL",Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,"Por IPC (o cercano) cada 3 meses, enero 40% y mayo 25%",Sí,0,3,Responder sobre guardias,Terciario,En curso,Analista de Sistemas,ORT,Terminar encuesta,"Sí, pasiva",17,Bruto,Responder sobre mis estudios,20,Masculino,Sí,
5/7/2024 22:51:20,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,8864000,8864000,Cobro todo el salario en dólares,,Menos de un sueldo,Performance individual,No,0,No tuve,4,"Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",Developer,14,5,5,0,Docker,"CSS, HTML, Javascript",React.js,PostgreSQL,"Jest, Playwright, Vitest",De 501 a 1000 personas,100% remoto,0,,Sí,9,1,Terminar encuesta,,,,,,,,,,40,Masculino,Sí,
5/7/2024 23:17:06,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1130000,954000,,,No,No recibo bono,Dos,120,Mayo,3,"Abono de Internet, Clases de idiomas, Horarios flexibles",3,"No, pero escucho ofertas.",Developer,0,0,0,0,Ninguna de las anteriores,"Javascript, TypeScript","Node.js, React.js",Oracle,Jest,De 51 a 100 personas,Híbrido (presencial y remoto),1,Si,No,8,5,Terminar encuesta,,,,,,,,,,23,Masculino ,Sí,
5/7/2024 23:23:05,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1500000,1300000,,,No,No recibo bono,Dos,20,Mayo,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas",3,"No, pero escucho ofertas.",Support L2 & Imp Analyst,7,2,2,0,"Amazon Web Services, Linux, VMWare, Windows Server","Bash/Shell, SQL",Ninguno de los anteriores,"ElasticSearch, Microsoft SQL Server, MySQL",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,,Sí,7,2,Responder sobre guardias,,,,,,"Sí, pasiva",10,Porcentaje de mi sueldo bruto,Terminar encuesta,40,Masculino ,Sí,
5/7/2024 23:28:15,Provincia de Buenos Aires,Full-Time,Contractor,4990000,4841000,Cobro todo el salario en dólares,1030,Menos de un sueldo,Performance de la compañía,Uno,1,Febrero,3,"Clases de idiomas, Horarios flexibles",4,"No, estoy muy conforme.",Developer,3,2,2,0,Amazon Web Services,Swift,"Flutter, SwiftUI",Ninguna de las anteriores,Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,,No,10,4,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Computación,,Terminar encuesta,,,,,26,Masculino,No,
5/7/2024 23:37:19,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),520000,431600,,,No,No recibo bono,Tres,40,Mayo,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles",3,"Sí, estoy buscando activamente.",Developer,1,1,1,0,Mainframe,COBOL,Ninguno de los anteriores,IBM Db2,Ninguna de las anteriores,De 501 a 1000 personas,100% remoto,0,,No sé,6,2,Responder sobre guardias,Universitario,En curso,Tecnicatura en Programación,UTN - Universidad Tecnológica Nacional,Terminar encuesta,No,0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,23,Masculino,Sí,
